id,iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
457,GE,GEO,Georgia,1/1/10,6597.568557,74.00243902,3926000,13.999,10,Europe & Central Asia,Lower middle income
458,GE,GEO,Georgia,1/1/91,4194.627513,69.96082927,4835900,16.388,24.7,Europe & Central Asia,Lower middle income
459,GE,GEO,Georgia,1/1/11,7315.090898,74.18204878,3875000,13.947,9.3,Europe & Central Asia,Lower middle income
460,GE,GEO,Georgia,1/1/12,8026.50713,74.35270732,3825000,13.835,8.7,Europe & Central Asia,Lower middle income
461,GE,GEO,Georgia,1/1/14,9204.318673,74.66863415,3727000,13.532,7.6,Europe & Central Asia,Lower middle income
462,GE,GEO,Georgia,1/1/13,8543.080411,74.51390244,3776000,13.693,8.2,Europe & Central Asia,Lower middle income
463,GE,GEO,Georgia,1/1/07,5833.183782,73.42102439,4082000,13.554,12.6,Europe & Central Asia,Lower middle income
464,GE,GEO,Georgia,1/1/08,6163.757923,73.62143902,4030000,13.806,11.6,Europe & Central Asia,Lower middle income
465,GE,GEO,Georgia,1/1/02,3015.447723,72.21107317,4357000,11.97,18.7,Europe & Central Asia,Lower middle income
466,GE,GEO,Georgia,1/1/90,5181.45078,69.99960976,4802000,16.923,24.7,Europe & Central Asia,Lower middle income
467,GR,GRC,Greece,1/1/93,14277.8682,77.3902439,10460415,9.7,8.4,Europe & Central Asia,High income: OECD
468,GR,GRC,Greece,1/1/12,25980.08652,80.63414634,11045011,9.1,3,Europe & Central Asia,High income: OECD
469,GR,GRC,Greece,1/1/00,19285.44215,77.88780488,10805808,9.6,5.6,Europe & Central Asia,High income: OECD
470,GR,GRC,Greece,1/1/99,18265.38848,77.98780488,10761698,9.4,6.1,Europe & Central Asia,High income: OECD
471,GR,GRC,Greece,1/1/05,25396.23397,79.23902439,10987314,9.8,3.6,Europe & Central Asia,High income: OECD
472,GR,GRC,Greece,1/1/06,28272.69422,79.43902439,11020362,10.2,3.4,Europe & Central Asia,High income: OECD
473,GR,GRC,Greece,1/1/96,16035.56837,77.68536585,10608800,9.5,7.5,Europe & Central Asia,High income: OECD
474,GR,GRC,Greece,1/1/90,13250.86748,76.93902439,10196792,10,9.5,Europe & Central Asia,High income: OECD
475,GR,GRC,Greece,1/1/98,17631.4848,77.83902439,10720509,9.4,6.6,Europe & Central Asia,High income: OECD
476,GR,GRC,Greece,1/1/09,30652.21209,80.18780488,11107017,10.6,3.1,Europe & Central Asia,High income: OECD
477,GR,GRC,Greece,1/1/13,26753.12651,81.28536585,10965211,8.6,3,Europe & Central Asia,High income: OECD
478,GR,GRC,Greece,1/1/97,17059.31941,78.13658537,10661259,9.6,7.1,Europe & Central Asia,High income: OECD
479,GR,GRC,Greece,1/1/04,25425.60073,79.03902439,10955141,9.6,3.9,Europe & Central Asia,High income: OECD
480,GR,GRC,Greece,1/1/91,13947.95518,77.13658537,10319927,9.9,9,Europe & Central Asia,High income: OECD
481,GR,GRC,Greece,1/1/92,14256.42143,77.38292683,10399061,10,8.6,Europe & Central Asia,High income: OECD
482,GR,GRC,Greece,1/1/14,26794.74875,81.28536585,10892413,8.5,3,Europe & Central Asia,High income: OECD
483,GR,GRC,Greece,1/1/94,14799.07594,77.63902439,10512922,9.9,8.1,Europe & Central Asia,High income: OECD
484,GR,GRC,Greece,1/1/95,15353.06041,77.58536585,10562153,9.6,7.8,Europe & Central Asia,High income: OECD
485,GR,GRC,Greece,1/1/08,31161.5304,79.93902439,11077841,10.7,3.1,Europe & Central Asia,High income: OECD
486,GR,GRC,Greece,1/1/10,28981.41834,80.38780488,11121341,10.3,3,Europe & Central Asia,High income: OECD
487,GR,GRC,Greece,1/1/11,26626.46005,80.73170732,11104899,9.6,3,Europe & Central Asia,High income: OECD
488,GR,GRC,Greece,1/1/03,23806.53402,78.84146341,10928070,9.6,4.3,Europe & Central Asia,High income: OECD
489,GR,GRC,Greece,1/1/01,20900.33121,78.38780488,10862132,9.4,5.1,Europe & Central Asia,High income: OECD
490,GR,GRC,Greece,1/1/02,22718.56838,78.64146341,10902022,9.5,4.7,Europe & Central Asia,High income: OECD
491,GR,GRC,Greece,1/1/07,29305.82232,79.43902439,11048473,10.1,3.2,Europe & Central Asia,High income: OECD
492,HR,HRV,Croatia,1/1/03,13644.6132,74.61390244,4440000,8.9,4.7,Europe & Central Asia,High income
493,HR,HRV,Croatia,1/1/02,12740.11212,74.71731707,4440000,9,5,Europe & Central Asia,High income
494,HR,HRV,Croatia,1/1/09,19393.11141,76.16829268,4429078,10.1,3.7,Europe & Central Asia,High income
495,HR,HRV,Croatia,1/1/07,18921.62474,75.70560976,4436000,9.4,3.9,Europe & Central Asia,High income
496,HR,HRV,Croatia,1/1/12,21016.01873,76.92439024,4267558,9.8,3.1,Europe & Central Asia,High income
497,HR,HRV,Croatia,1/1/13,21441.87095,77.12682927,4255689,9.4,2.9,Europe & Central Asia,High income
498,HR,HRV,Croatia,1/1/14,21635.10503,77.32926829,4238389,9.3,2.7,Europe & Central Asia,High income
499,HR,HRV,Croatia,1/1/99,10102.16579,72.64195122,4554000,10,5.7,Europe & Central Asia,High income
500,HR,HRV,Croatia,1/1/98,10207.83838,72.31707317,4501000,10.4,5.7,Europe & Central Asia,High income
501,HR,HRV,Croatia,1/1/08,20464.41821,75.91219512,4434508,9.9,3.8,Europe & Central Asia,High income
502,HR,HRV,Croatia,1/1/00,11054.42108,72.80780488,4426000,9.8,5.5,Europe & Central Asia,High income
503,HR,HRV,Croatia,1/1/96,9127.368396,72.36536585,4494000,11.8,6,Europe & Central Asia,High income
504,HR,HRV,Croatia,1/1/10,18981.99564,76.47560976,4417781,9.8,3.5,Europe & Central Asia,High income
505,HR,HRV,Croatia,1/1/06,17009.21993,75.83682927,4440000,9.33,4,Europe & Central Asia,High income
506,HR,HRV,Croatia,1/1/01,11793.20023,74.51292683,4440000,9.2,5.3,Europe & Central Asia,High income
507,HR,HRV,Croatia,1/1/97,9712.827873,72.49512195,4572000,12.2,5.7,Europe & Central Asia,High income
508,HR,HRV,Croatia,1/1/05,15535.44071,75.24463415,4442000,9.563,4.2,Europe & Central Asia,High income
509,HR,HRV,Croatia,1/1/95,8109.012385,72.08439024,4669000,10.9,6.4,Europe & Central Asia,High income
510,HR,HRV,Croatia,1/1/04,14643.25253,75.5202439,4439000,9.1,4.5,Europe & Central Asia,High income
511,HR,HRV,Croatia,1/1/11,20571.27528,76.77560976,4280622,9.6,3.3,Europe & Central Asia,High income
512,HU,HUN,Hungary,1/1/04,16461.94876,72.64878049,10107146,9.4,5.3,Europe & Central Asia,High income: OECD
513,HU,HUN,Hungary,1/1/05,17314.47611,72.64878049,10087065,9.7,5,Europe & Central Asia,High income: OECD
514,HU,HUN,Hungary,1/1/06,18652.60671,73.09756098,10071370,9.9,4.8,Europe & Central Asia,High income: OECD
515,HU,HUN,Hungary,1/1/07,19337.16657,73.15121951,10055780,9.7,4.6,Europe & Central Asia,High income: OECD
516,HU,HUN,Hungary,1/1/94,8781.672736,69.4697561,10343355,11.2,9.9,Europe & Central Asia,High income: OECD
517,HU,HUN,Hungary,1/1/95,9111.039026,69.79170732,10328965,10.8,9.1,Europe & Central Asia,High income: OECD
518,HU,HUN,Hungary,1/1/09,20860.55716,73.90487805,10022650,9.6,4.2,Europe & Central Asia,High income: OECD
519,HU,HUN,Hungary,1/1/02,14918.39832,72.34878049,10158608,9.5,6.1,Europe & Central Asia,High income: OECD
520,HU,HUN,Hungary,1/1/91,8252.432302,69.37707317,10373400,12.3,12.8,Europe & Central Asia,High income: OECD
521,HU,HUN,Hungary,1/1/12,22701.45022,75.06341463,9920362,9.1,3.8,Europe & Central Asia,High income: OECD
522,HU,HUN,Hungary,1/1/96,9398.443057,70.32878049,10311238,10.2,8.5,Europe & Central Asia,High income: OECD
523,HU,HUN,Hungary,1/1/92,8185.119656,69.11707317,10369341,11.7,11.9,Europe & Central Asia,High income: OECD
524,HU,HUN,Hungary,1/1/93,8341.094301,69.10121951,10357523,11.3,10.8,Europe & Central Asia,High income: OECD
525,HU,HUN,Hungary,1/1/03,15641.31287,72.3,10129552,9.3,5.7,Europe & Central Asia,High income: OECD
526,HU,HUN,Hungary,1/1/13,24037.17045,75.56585366,9893082,9,3.7,Europe & Central Asia,High income: OECD
527,HU,HUN,Hungary,1/1/10,21576.70695,74.20731707,10000023,9,4,Europe & Central Asia,High income: OECD
528,HU,HUN,Hungary,1/1/11,22603.20272,74.85853659,9971727,8.8,3.9,Europe & Central Asia,High income: OECD
529,HU,HUN,Hungary,1/1/98,10770.70398,70.55780488,10266570,9.5,7.7,Europe & Central Asia,High income: OECD
530,HU,HUN,Hungary,1/1/99,11237.67654,70.67707317,10237530,9.2,7.4,Europe & Central Asia,High income: OECD
531,HU,HUN,Hungary,1/1/14,25060.50529,75.87317073,9866468,9.5,3.6,Europe & Central Asia,High income: OECD
532,HU,HUN,Hungary,1/1/97,10047.579,70.70243902,10290486,9.8,8.1,Europe & Central Asia,High income: OECD
533,HU,HUN,Hungary,1/1/08,20810.7852,73.70243902,10038188,9.9,4.4,Europe & Central Asia,High income: OECD
534,HU,HUN,Hungary,1/1/01,13646.53812,72.24878049,10187576,9.5,6.6,Europe & Central Asia,High income: OECD
535,HU,HUN,Hungary,1/1/00,12085.37602,71.24634146,10210971,9.6,7,Europe & Central Asia,High income: OECD
536,IE,IRL,Ireland,1/1/00,29612.17021,76.53658537,3805174,14.4,4,Europe & Central Asia,High income: OECD
537,IE,IRL,Ireland,1/1/96,19974.53069,75.83170732,3637510,13.9,4.1,Europe & Central Asia,High income: OECD
538,IE,IRL,Ireland,1/1/91,14015.81966,74.95053659,3534235,14.9,4.6,Europe & Central Asia,High income: OECD
539,IE,IRL,Ireland,1/1/12,46063.34459,80.89512195,4586897,15.7,2.5,Europe & Central Asia,High income: OECD
540,IE,IRL,Ireland,1/1/93,15392.42005,75.29643902,3576261,13.8,4.4,Europe & Central Asia,High income: OECD
541,IE,IRL,Ireland,1/1/95,18438.685,75.57134146,3608841,13.5,4.2,Europe & Central Asia,High income: OECD
542,IE,IRL,Ireland,1/1/92,14713.85927,75.1362439,3558430,14.4,4.5,Europe & Central Asia,High income: OECD
543,IE,IRL,Ireland,1/1/11,45673.5345,80.74634146,4576794,16.2,2.5,Europe & Central Asia,High income: OECD
544,IE,IRL,Ireland,1/1/90,13384.26875,74.74131707,3513974,15.1,4.7,Europe & Central Asia,High income: OECD
545,IE,IRL,Ireland,1/1/98,24503.55244,76.1804878,3712696,14.5,4.1,Europe & Central Asia,High income: OECD
546,IE,IRL,Ireland,1/1/02,34440.58422,77.63414634,3931947,15.4,3.7,Europe & Central Asia,High income: OECD
547,IE,IRL,Ireland,1/1/04,38144.6756,78.53902439,4070262,15.2,3.2,Europe & Central Asia,High income: OECD
548,IE,IRL,Ireland,1/1/97,22091.62548,75.98536585,3674171,14.4,4.1,Europe & Central Asia,High income: OECD
549,IE,IRL,Ireland,1/1/03,36023.46831,78.13902439,3996521,15.4,3.5,Europe & Central Asia,High income: OECD
550,IE,IRL,Ireland,1/1/94,16559.39604,75.43763415,3590386,13.4,4.3,Europe & Central Asia,High income: OECD
551,IE,IRL,Ireland,1/1/99,26530.67953,76.08292683,3754786,14.4,4.1,Europe & Central Asia,High income: OECD
552,IE,IRL,Ireland,1/1/05,40446.92367,78.94390244,4159914,14.8,3,Europe & Central Asia,High income: OECD
553,IE,IRL,Ireland,1/1/06,43963.95594,79.24146341,4273591,15.3,2.8,Europe & Central Asia,High income: OECD
554,IE,IRL,Ireland,1/1/07,46735.75107,79.64146341,4398942,16.2,2.6,Europe & Central Asia,High income: OECD
555,IE,IRL,Ireland,1/1/13,47599.6817,81,4598294,15,2.4,Europe & Central Asia,High income: OECD
556,IE,IRL,Ireland,1/1/09,41866.49933,80.1902439,4535375,16.7,2.5,Europe & Central Asia,High income: OECD
557,IE,IRL,Ireland,1/1/10,43249.55945,80.74390244,4560155,16.5,2.5,Europe & Central Asia,High income: OECD
558,IE,IRL,Ireland,1/1/01,31773.72281,77.13414634,3866243,15,3.9,Europe & Central Asia,High income: OECD
559,IE,IRL,Ireland,1/1/08,43902.12233,80.09512195,4489544,16.7,2.5,Europe & Central Asia,High income: OECD
560,IE,IRL,Ireland,1/1/14,49376.84343,81.15365854,4617225,14.4,2.3,Europe & Central Asia,High income: OECD
561,IS,ISL,Iceland,1/1/93,22268.73461,78.93463415,263725,17.5,3,Europe & Central Asia,High income: OECD
562,IS,ISL,Iceland,1/1/12,40278.38704,82.91707317,320716,14.1,1.1,Europe & Central Asia,High income: OECD
563,IS,ISL,Iceland,1/1/92,21688.64424,78.7602439,261057,17.7,3.1,Europe & Central Asia,High income: OECD
564,IS,ISL,Iceland,1/1/08,41366.67099,81.6097561,317414,15.2,1.3,Europe & Central Asia,High income: OECD
565,IS,ISL,Iceland,1/1/90,21806.82239,78.03634146,254826,18.7,3.5,Europe & Central Asia,High income: OECD
566,IS,ISL,Iceland,1/1/09,39912.27121,81.75121951,318499,15.8,1.2,Europe & Central Asia,High income: OECD
567,IS,ISL,Iceland,1/1/00,29600.33339,79.65365854,281205,15.3,2.1,Europe & Central Asia,High income: OECD
568,IS,ISL,Iceland,1/1/11,39557.93565,82.35853659,319014,14.1,1.1,Europe & Central Asia,High income: OECD
569,IS,ISL,Iceland,1/1/97,26644.46314,78.88536585,271128,15.3,2.5,Europe & Central Asia,High income: OECD
570,IS,ISL,Iceland,1/1/98,28362.78062,79.60243902,274047,15.2,2.3,Europe & Central Asia,High income: OECD
571,IS,ISL,Iceland,1/1/94,23360.01926,79.24707317,266021,16.7,2.8,Europe & Central Asia,High income: OECD
572,IS,ISL,Iceland,1/1/99,29218.77568,79.35121951,277381,14.8,2.2,Europe & Central Asia,High income: OECD
573,IS,ISL,Iceland,1/1/01,31263.13248,80.6902439,284968,14.4,2,Europe & Central Asia,High income: OECD
574,IS,ISL,Iceland,1/1/02,31976.22747,80.50243902,287523,14.1,1.8,Europe & Central Asia,High income: OECD
575,IS,ISL,Iceland,1/1/91,22223.20028,77.99195122,257797,17.6,3.3,Europe & Central Asia,High income: OECD
576,IS,ISL,Iceland,1/1/04,34949.10237,80.99756098,292074,14.5,1.6,Europe & Central Asia,High income: OECD
577,IS,ISL,Iceland,1/1/07,38704.23513,81.45365854,311566,14.6,1.3,Europe & Central Asia,High income: OECD
578,IS,ISL,Iceland,1/1/05,35881.01506,81.50243902,296734,14.4,1.5,Europe & Central Asia,High income: OECD
579,IS,ISL,Iceland,1/1/96,24716.71402,78.77780488,268916,16.1,2.6,Europe & Central Asia,High income: OECD
580,IS,ISL,Iceland,1/1/13,42714.60426,82.06097561,323764,13.4,1,Europe & Central Asia,High income: OECD
581,IS,ISL,Iceland,1/1/14,43993.29286,82.06097561,327386,13.4,1,Europe & Central Asia,High income: OECD
582,IS,ISL,Iceland,1/1/95,23745.87183,77.98439024,267468,16,2.7,Europe & Central Asia,High income: OECD
583,IS,ISL,Iceland,1/1/03,31726.86404,80.96341463,289521,14.3,1.7,Europe & Central Asia,High income: OECD
584,IS,ISL,Iceland,1/1/10,38615.33919,81.89756098,318041,15.4,1.2,Europe & Central Asia,High income: OECD
585,IS,ISL,Iceland,1/1/06,36728.6331,81.15853659,303782,14.5,1.4,Europe & Central Asia,High income: OECD
586,IT,ITA,Italy,1/1/92,19745.0875,77.4195122,56797087,10,5.6,Europe & Central Asia,High income: OECD
587,IT,ITA,Italy,1/1/07,33711.95279,81.43414634,58438310,9.7,2.5,Europe & Central Asia,High income: OECD
588,IT,ITA,Italy,1/1/94,20892.26745,77.92195122,56843400,9.4,5,Europe & Central Asia,High income: OECD
589,IT,ITA,Italy,1/1/97,23434.2773,78.82439024,56890372,9.4,4.2,Europe & Central Asia,High income: OECD
590,IT,ITA,Italy,1/1/93,20030.21856,77.72195122,56831821,9.7,5.3,Europe & Central Asia,High income: OECD
591,IT,ITA,Italy,1/1/99,25158.419,79.42439024,56916317,9.4,3.7,Europe & Central Asia,High income: OECD
592,IT,ITA,Italy,1/1/06,31953.46035,81.28292683,58143979,9.6,2.6,Europe & Central Asia,High income: OECD
593,IT,ITA,Italy,1/1/13,35707.83111,82.6902439,60233948,8.5,2.2,Europe & Central Asia,High income: OECD
594,IT,ITA,Italy,1/1/98,24660.12295,78.97560976,56906744,9.4,3.9,Europe & Central Asia,High income: OECD
595,IT,ITA,Italy,1/1/90,18272.8598,76.97073171,56719240,10,6.4,Europe & Central Asia,High income: OECD
596,IT,ITA,Italy,1/1/91,19158.28716,77.0195122,56758521,9.9,6.1,Europe & Central Asia,High income: OECD
597,IT,ITA,Italy,1/1/03,28462.03713,79.98292683,57313203,9.5,2.9,Europe & Central Asia,High income: OECD
598,IT,ITA,Italy,1/1/05,29652.75637,80.78292683,57969484,9.6,2.7,Europe & Central Asia,High income: OECD
599,IT,ITA,Italy,1/1/08,35170.89646,81.48536585,58826731,9.8,2.5,Europe & Central Asia,High income: OECD
600,IT,ITA,Italy,1/1/10,34714.52686,82.03658537,59277417,9.5,2.4,Europe & Central Asia,High income: OECD
601,IT,ITA,Italy,1/1/95,21943.34987,78.17073171,56844303,9.2,4.7,Europe & Central Asia,High income: OECD
602,IT,ITA,Italy,1/1/96,22645.14286,78.52195122,56860281,9.3,4.5,Europe & Central Asia,High income: OECD
603,IT,ITA,Italy,1/1/14,35419.39531,82.6902439,60789140,8.3,2.1,Europe & Central Asia,High income: OECD
604,IT,ITA,Italy,1/1/01,28246.79832,80.12682927,56974100,9.4,3.2,Europe & Central Asia,High income: OECD
605,IT,ITA,Italy,1/1/11,35870.71377,82.18780488,59379449,9.2,2.4,Europe & Central Asia,High income: OECD
606,IT,ITA,Italy,1/1/12,35899.77997,82.23902439,59539717,9,2.3,Europe & Central Asia,High income: OECD
607,IT,ITA,Italy,1/1/04,28770.96727,80.7804878,57685327,9.8,2.8,Europe & Central Asia,High income: OECD
608,IT,ITA,Italy,1/1/00,26640.21701,79.77804878,56942108,9.5,3.4,Europe & Central Asia,High income: OECD
609,IT,ITA,Italy,1/1/02,27898.47061,80.22926829,57059007,9.4,3.1,Europe & Central Asia,High income: OECD
610,IT,ITA,Italy,1/1/09,34142.3385,81.63658537,59095365,9.6,2.5,Europe & Central Asia,High income: OECD
611,KG,KGZ,Kyrgyz Republic,1/1/93,1584.779174,67.19268293,4516700,25.7,25.6,Europe & Central Asia,Low income
612,KG,KGZ,Kyrgyz Republic,1/1/14,3347.16262,70.40243902,5835500,27.7,12.1,Europe & Central Asia,Low income
613,KG,KGZ,Kyrgyz Republic,1/1/94,1293.884351,66.03902439,4515100,24.3,25.5,Europe & Central Asia,Low income
614,KG,KGZ,Kyrgyz Republic,1/1/05,2110.377936,67.95609756,5162600,21.3,19.8,Europe & Central Asia,Low income
615,KG,KGZ,Kyrgyz Republic,1/1/95,1236.819912,65.7902439,4560400,25.6,25.1,Europe & Central Asia,Low income
616,KG,KGZ,Kyrgyz Republic,1/1/96,1328.807047,66.54390244,4628400,23.2,24.4,Europe & Central Asia,Low income
617,KG,KGZ,Kyrgyz Republic,1/1/92,1831.53856,68.10243902,4515400,28.2,25.6,Europe & Central Asia,Low income
618,KG,KGZ,Kyrgyz Republic,1/1/10,2733.729337,69.3,5447900,26.8,16.1,Europe & Central Asia,Low income
619,KG,KGZ,Kyrgyz Republic,1/1/98,1488.331305,67.05121951,4769000,21.7,23.1,Europe & Central Asia,Low income
620,KG,KGZ,Kyrgyz Republic,1/1/03,1906.55626,68.25609756,5043300,20.9,20.3,Europe & Central Asia,Low income
621,KG,KGZ,Kyrgyz Republic,1/1/00,1644.311973,68.55853659,4898400,19.8,21.8,Europe & Central Asia,Low income
622,KG,KGZ,Kyrgyz Republic,1/1/09,2746.102655,69.10243902,5383300,25.2,17.3,Europe & Central Asia,Low income
623,KG,KGZ,Kyrgyz Republic,1/1/04,2071.417491,68.15365854,5104700,21.5,20,Europe & Central Asia,Low income
624,KG,KGZ,Kyrgyz Republic,1/1/97,1464.048394,66.89268293,4696400,21.6,23.7,Europe & Central Asia,Low income
625,KG,KGZ,Kyrgyz Republic,1/1/91,2103.672424,68.55121951,4463600,28.8,25.5,Europe & Central Asia,Low income
626,KG,KGZ,Kyrgyz Republic,1/1/99,1543.245479,68.65609756,4840400,21.5,22.3,Europe & Central Asia,Low income
627,KG,KGZ,Kyrgyz Republic,1/1/01,1754.55434,68.70731707,4945100,19.8,21.2,Europe & Central Asia,Low income
628,KG,KGZ,Kyrgyz Republic,1/1/02,1764.905162,68.15609756,4990700,20.2,20.7,Europe & Central Asia,Low income
629,KG,KGZ,Kyrgyz Republic,1/1/08,2681.122187,68.45121951,5318700,23.9,18.4,Europe & Central Asia,Low income
630,KG,KGZ,Kyrgyz Republic,1/1/13,3229.828815,70.20243902,5719600,27.2,12.8,Europe & Central Asia,Low income
631,KG,KGZ,Kyrgyz Republic,1/1/07,2448.899199,67.89512195,5268400,23.4,19,Europe & Central Asia,Low income
632,KG,KGZ,Kyrgyz Republic,1/1/90,2245.792716,68.29756098,4391200,29.1,25.2,Europe & Central Asia,Low income
633,KG,KGZ,Kyrgyz Republic,1/1/06,2218.727934,67.69512195,5218400,23.1,19.5,Europe & Central Asia,Low income
634,KG,KGZ,Kyrgyz Republic,1/1/12,2922.702873,70.00243902,5607200,27.6,13.7,Europe & Central Asia,Low income
635,KG,KGZ,Kyrgyz Republic,1/1/11,2920.60321,69.60243902,5514600,27.1,14.8,Europe & Central Asia,Low income
636,KZ,KAZ,Kazakhstan,1/1/95,6293.885459,64.9195122,15815626,16.7,22.8,Europe & Central Asia,Upper middle income
637,KZ,KAZ,Kazakhstan,1/1/06,16777.68761,66.16097561,15308084,19.71,15.1,Europe & Central Asia,Upper middle income
638,KZ,KAZ,Kazakhstan,1/1/07,18543.81926,66.50487805,15484192,20.79,14,Europe & Central Asia,Upper middle income
639,KZ,KAZ,Kazakhstan,1/1/08,19295.00553,67.02195122,15674000,22.75,12.9,Europe & Central Asia,Upper middle income
640,KZ,KAZ,Kazakhstan,1/1/10,20521.09849,68.29536585,16321581,22.54,10.7,Europe & Central Asia,Upper middle income
641,KZ,KAZ,Kazakhstan,1/1/11,22134.09211,68.98,16556600,22.52,9.8,Europe & Central Asia,Upper middle income
642,KZ,KAZ,Kazakhstan,1/1/12,23248.99259,69.61,16791425,22.69,8.9,Europe & Central Asia,Upper middle income
643,KZ,KAZ,Kazakhstan,1/1/94,6599.353281,65.67317073,16095199,18.2,22.9,Europe & Central Asia,Upper middle income
644,KZ,KAZ,Kazakhstan,1/1/01,9559.340336,65.76829268,14858335,14.9,19.4,Europe & Central Asia,Upper middle income
645,KZ,KAZ,Kazakhstan,1/1/02,10656.84509,65.96829268,14858948,14.6,18.6,Europe & Central Asia,Upper middle income
646,KZ,KAZ,Kazakhstan,1/1/90,8790.821411,68.33658537,16348000,21.7,22.3,Europe & Central Asia,Upper middle income
647,KZ,KAZ,Kazakhstan,1/1/14,25689.22066,71.62,17289224,23.13,7.5,Europe & Central Asia,Upper middle income
648,KZ,KAZ,Kazakhstan,1/1/05,14860.58945,65.9097561,15147029,18.42,16.2,Europe & Central Asia,Upper middle income
649,KZ,KAZ,Kazakhstan,1/1/93,7286.912858,66.72682927,16330419,18.6,22.7,Europe & Central Asia,Upper middle income
650,KZ,KAZ,Kazakhstan,1/1/97,6871.824239,64.46341463,15333703,14.7,22.2,Europe & Central Asia,Upper middle income
651,KZ,KAZ,Kazakhstan,1/1/98,6933.063834,64.56097561,15071300,14.3,21.5,Europe & Central Asia,Upper middle income
652,KZ,KAZ,Kazakhstan,1/1/09,19162.93571,68.42926829,16092701,22.15,11.8,Europe & Central Asia,Upper middle income
653,KZ,KAZ,Kazakhstan,1/1/96,6539.120164,64.1097561,15577894,15.9,22.6,Europe & Central Asia,Upper middle income
654,KZ,KAZ,Kazakhstan,1/1/04,13241.46074,65.88780488,15012985,18.19,17.2,Europe & Central Asia,Upper middle income
655,KZ,KAZ,Kazakhstan,1/1/13,24640.55805,70.45,17035275,22.73,8.1,Europe & Central Asia,Upper middle income
656,KZ,KAZ,Kazakhstan,1/1/00,8220.673645,65.51707317,14883626,14.7,20.1,Europe & Central Asia,Upper middle income
657,KZ,KAZ,Kazakhstan,1/1/91,8033.876851,67.98292683,16450500,21,22.3,Europe & Central Asia,Upper middle income
658,KZ,KAZ,Kazakhstan,1/1/92,7786.910043,67.73170732,16439095,19.9,22.4,Europe & Central Asia,Upper middle income
659,KZ,KAZ,Kazakhstan,1/1/99,7298.407372,65.5195122,14928426,14.2,20.9,Europe & Central Asia,Upper middle income
660,KZ,KAZ,Kazakhstan,1/1/03,11840.2999,65.86585366,14909018,16.63,17.9,Europe & Central Asia,Upper middle income
661,LT,LTU,Lithuania,1/1/14,27685.92177,73.96585366,2932367,10.4,2.6,Europe & Central Asia,Upper middle income
662,LT,LTU,Lithuania,1/1/07,19277.17173,70.9,3231294,9.3,4.4,Europe & Central Asia,Upper middle income
663,LT,LTU,Lithuania,1/1/12,24475.05075,73.86341463,2987773,10.2,2.9,Europe & Central Asia,Upper middle income
664,LT,LTU,Lithuania,1/1/00,8695.483487,72.0195122,3499536,9.8,5.5,Europe & Central Asia,Upper middle income
665,LT,LTU,Lithuania,1/1/13,26511.21901,73.91463415,2957689,10.1,2.7,Europe & Central Asia,Upper middle income
666,LT,LTU,Lithuania,1/1/06,16728.94615,71.05609756,3269909,9.1,4.8,Europe & Central Asia,Upper middle income
667,LT,LTU,Lithuania,1/1/05,14681.89,71.25365854,3322528,8.9,5.1,Europe & Central Asia,Upper middle income
668,LT,LTU,Lithuania,1/1/10,20085.04478,73.26829268,3097282,9.9,3.4,Europe & Central Asia,Upper middle income
669,LT,LTU,Lithuania,1/1/11,22541.72557,73.56341463,3028115,10,3.2,Europe & Central Asia,Upper middle income
670,LT,LTU,Lithuania,1/1/08,20796.76326,71.81219512,3198231,9.9,4.1,Europe & Central Asia,Upper middle income
671,LT,LTU,Lithuania,1/1/09,18277.91534,72.91463415,3162916,10.2,3.7,Europe & Central Asia,Upper middle income
672,LT,LTU,Lithuania,1/1/98,7990.738041,71.2195122,3549331,10.4,6.2,Europe & Central Asia,Upper middle income
673,LT,LTU,Lithuania,1/1/01,9664.315786,71.65853659,3470818,9,5.3,Europe & Central Asia,Upper middle income
674,LT,LTU,Lithuania,1/1/96,6633.130654,70.10804878,3601613,10.8,7.8,Europe & Central Asia,Upper middle income
675,LT,LTU,Lithuania,1/1/97,7302.576838,70.90902439,3575137,10.6,6.8,Europe & Central Asia,Upper middle income
676,LT,LTU,Lithuania,1/1/03,12315.63479,72.06097561,3415213,8.8,5.2,Europe & Central Asia,Upper middle income
677,LT,LTU,Lithuania,1/1/04,13251.46264,71.96097561,3377075,8.8,5.2,Europe & Central Asia,Upper middle income
678,LT,LTU,Lithuania,1/1/95,6180.457552,69.00634146,3629102,11.4,9.3,Europe & Central Asia,Upper middle income
679,LT,LTU,Lithuania,1/1/99,8016.937643,71.57073171,3524238,10.3,5.8,Europe & Central Asia,Upper middle income
680,LT,LTU,Lithuania,1/1/02,10732.61237,71.76097561,3443067,8.6,5.2,Europe & Central Asia,Upper middle income
681,LU,LUX,Luxembourg,1/1/99,51751.80606,77.77073171,430475,13,2.6,Europe & Central Asia,High income: OECD
682,LU,LUX,Luxembourg,1/1/91,35537.42705,75.46341463,387000,12.9,4,Europe & Central Asia,High income: OECD
683,LU,LUX,Luxembourg,1/1/90,32083.18626,75.01041463,381850,12.9,4.3,Europe & Central Asia,High income: OECD
684,LU,LUX,Luxembourg,1/1/92,36520.54387,75.77073171,392175,13.1,3.8,Europe & Central Asia,High income: OECD
